0,回复移石草散惊虫鸣，花谢草衰蜂蝶惊拨日云开听鹊声，移石草散惊虫鸣云蒸雾绕朦胧松，松涛柏浪连碧峰。峰崇水远飞红日，日洒金辉照边城。情到深处人孤单，独触泪襟洒沙滩1.必须七言2.不得抄袭3.谢绝论政。及诸位赶紧来练手吧！
0,天蝎座：９０汗天秤男花言巧语加上外交技巧当然获得最佳人缘奖哈天平男呢？太追求完美吗？··水瓶男超自恋，如果是你主动追求他的话，真的需要好好考虑下能否接受他的这点毛病水瓶男呢~ ~ ９５天蝎座：９０白羊座：８５巨蟹座：８０天秤座：７５射手座：７０处女座：６５魔羯 座：６０狮子座：５５双鱼座：５０双子座：４５水瓶座：４０
0,。“政治是虚的，理想是远的，权力是硬的，票子是实的，去掉虚的，扔掉远的，抓住硬的，捞到实的
1,伤感一下下~ 囧 囧 有神的语言，真提神啊！
0,猫猫好有爱我愿意为你......愿为你摘下一室花香，将未来甜蜜构想。将爱情铺满如诗的晚上。
0,强！犀利犀利~ ~ 不错不错硬币是这样玩的....
2,这周比较累！
0,(来自: )五绝·美人蕉美蝶戏秋光，人过毗倾芳。蕉绿婷婷郁，花红隐隐香。-静澜诗社
3,什么是奥林巴斯女孩？是奥林巴斯广告的女主角吗？那标志着什么？有的男孩说喜欢奥林巴斯女孩，是说喜欢那种类型的女孩吗？
0,美！更想了！创意公益广告，看到还想吸烟吗？
2,额。。。那啥~ 杰作的意思是说他们自己做的么？为毛瓦看着明明就是饭店的啊！于是娃所谓的杰作就是吃光喝光干光么！。。。额，娃，乃一顿把三天的都吃光了是神马意思？乃要注意肠胃啊~ 怪不得顿顿不拉掉。。。呛恰?
0,23号晚上10点55吉林卫视播出《风尚盛典》，有我们家的表演哦！大家关注起来~
1,花几个小时才完成屈指可数的几道线性代数题，郁闷呀，真讨厌呀，浪费时间，哎哎哎。。
1,真是超级大杯具啊，人活着还不如屎~ ~ ~ 投稿)
1,背着主人偷偷照镜子崩溃滴糊~ ~
3,好久没看天下足球，觉得在德甲的劳尔并不快乐
2,我眼睛都冒火了，你又发来和小飞的合影？？？明知道我喜欢飞鱼秀的！！！！为什么我介绍给你知道的名人都成了你的朋友？？？？妒忌是七宗罪之一，是的，我真的很妒忌你，为什么你想做什么总能做成什么呢？？咬牙切齿地妒忌你。然后，好吧，我承认，我真的远不如你。
1,這 個 甜品太厲 害了！
1,上周在机场看到，这周又在办公室看到。
0,生日快乐~ 。。。最后一只劲搞笑！！【威尔士柯基唱生日歌】笑死我啦~ 特别是最后一个狗狗。
0,好可爱哟宝宝们为你演绎“上班族的一周”。你是这样的状态吗？（via@ 歪小点创意工作室）
3,我用稍微恢复点知觉的嘴说了真实的想法，一哥们夸我：你真牛X ！其实我心里早就烦的乱七八糟了
0,虽然没有中奖，但对摩托罗拉的忠爱之情不会改变。抽奖第二期来了！！！8月3日-31日，只要您成为摩托罗拉粉丝，回复并摩托罗拉时尚潮闻直播间的微博，就有机会获得摩托罗拉ME511 一部，每周都会有25个幸运奖品随机发送，快快来参加吧～～第二期获奖名单将在8月23日下午17点公布，各位粉丝加油咯～～
0,寂静欢喜: 你爱，或者不爱我，爱就在那里，不增不减: 你见，或者不见我，我就在那里，不悲不喜；你念，或者不念我，情就在那里，不来不去；你爱，或者不爱我，爱就在那里，不增不减；你跟，或者不跟我，我的手就在你的手里，不舍不弃。------来我的怀里，或者让我住进你的心里，默然相爱，寂静欢喜。
2,...难怪无人稳我
0,那明明是时光隧道！奇观！强大！哇。高架桥啊！！！有时候一些非常精彩的照片会自己找上门来。摄影师罗布·沙洛克就是这样的幸运儿，他冲出自家前门，就看到一个巨大的卷轴云从他头顶隆隆滚过。
0,火神转世，见神烧神，见佛烧佛。2009年，某非著名相声演员讲了相声《我要上春晚》，cctv 没有让他上，结果，躲过初一，没有躲过十五，元宵那天，央视因人为原因引起大火，烧了一栋楼。2010年，btv 和该演员发生纠纷，btv 在节目中狠批该演员，结果，第二天，两层楼着火——这这这，多大势力呀。
3,晚上吃完虾干才发现他们已经长虫……
0,求起来全部都想求~ ~
0,我最大的愿望之一就是嫁个老外生一堆洋娃娃都是大眼睛的小朋友。一个萌字岂能全部概括，真的好可耐!（来源：全球时尚）
1,回复新的教室，新的同学。。。这是你说的嘛~ ~ ~ 不是我说，我能不上学不？一日之计在于晨，一年之计在于春。而九月是一个新学年的开始，一切都是新的，课本是新的，同学是新的，座位是新的，同桌是新的，我怀念我的中学时代了！
0,。这个必须的！
3,太搞了很强大再过十年二十年，就应该把mother 改为grandma 了！！世界上竟然有如此“人性化”的衣服标签。有点太雷人了
1,度姐总是那么直白～百度：告诉Google 那混蛋，老子很喜欢他啊！
2,这张爱迪生选的图太差。。。。。。没一个是我菜。。严肃表示张震严宽才帅！图上的都还不错~ 剩下的有些就……呃……嗯……还有几个喜欢的都没入选啊~ 金城武秒杀前面3位图上的都喜欢> < : 香港黄金榜票选出中国20大顶级帅哥，无论是站在女人的角度还是站在男人的角度，看到这些男人的美貌都会不禁投出各种羡慕嫉妒恨！《香港票选中国20大顶级帅哥诞生》
3,劲！啊？得.......前一条微博。爆料日爆料！爆料！！大爆料！！！根据绝对可靠线人提供，大S 今日下午乘坐自北京飞往上海的航班上，情绪崩溃，平日茹素的她点了啤酒，纸和笔，顾不得往日高傲自大的形象嚎啕大哭！前日高调示爱宣布婚事，昨日突然被兰董急踩刹车，今日强颜欢笑独自离开北京。婚事被拒的传言8成属实！1日天堂，1日地狱！
1,哇哈哈，这张看起来云莲的脸比较大，哦也也火锅····玉姑娘刚闪那么快原来是觅食去的···开动了。
1,头晕得厉害！！！！
0,又看了看~ 第十八名亮了。。对于评论的回答请参照第二名诶唷 阿信排第七啊。。二哥第二最合适了香港黄金榜票选出中国20大顶级帅哥，无论是站在女人的角度还是站在男人的角度，看到这些男人的美貌都会不禁投出各种羡慕嫉妒恨！《香港票选中国20大顶级帅哥诞生》
0,喜庆！NB 博速改装的这个G55 真好看这个可以！简约不简单
1,我的妈妈咪呀最爱的快男陈翔出演最爱的作家小四写的《丘比特来电》我我。。。情人节你快来吧我没别的要求了我。。。发布《最漫画》郭敬明年轻作家里面最富有
0,哟，耿老师V 了大量引进不发达国家女子，风俗行业合法化吧，否则怎么办呢？【光棍危机！】中国光棍危机将于2012年全面爆发。男性人口将大幅超过女性，到2016年超出女性人口30%以上。总光棍人数将由2012年的1000万上升到2017年的3000多万，2022年近4000万。娶上老婆今后将作为成功男人的标志!
3,呵呵，太天真了吧？像这样的官员，如果不是“政治”上出了问题，仅是经济问题是不会处理他的。若是仅用经济问题处理官员，恐怕现有的监狱只装贪官也不够。所以，高官下台都是政治斗争的牺牲品！我出身于一个很普通的工人家庭。我下过农村，在工厂待过、在机关待过，我踏上从政之路，我从来没有想过要做深圳市长。我做官从来没有想过捞什么好处，权力对个人来讲就是一种责任，我坚信我能履行好我的责任。”——深圳原市長 许被開 除黨 籍和公職 許 情婦 不點 名两原因——@ 大公报
0,这好，过关时候一定要撑住气由衷地佩服。哈哈哈哈，乐死了。去买吧牛逼！永远不要低估中国人的智慧！！牛逼！！好招！就这么办！！国人真是聪明。Ipad 模型有售，外观高仿真，机器编码可挑选，可显示开机Logo 及电池不足，售价120元，量大从优。1.首先请在香港的朋友代购Ipad ，并将机器编号告知；2.根据编号，印刷在相应型号的Ipad 模型上；3.！！！！！据上海静安区交警监控中心通报，目前胶州路余姚路、胶州路常德路、胶州路昌平路通行受到影响。目前出动消防车10余辆，静安中心医院已收治16名伤员。公开资料显示，胶州教师公寓1998年1月建成，总户数500户十几个楼面一起着火里面的人实在是不能想像···还有人从也不知道是3楼还是4楼跳下大家祈祷吧火灾发生地在上海市静安区
0,故作镇定，内心已波澜看得出来，西瓜目前情绪稳定……作案预备现场……哈哈
0,她估计是卖保健品派来做卧底的另一个台下观察员是中国医科大学附属医院营养科主任，本来以为她应该是我这方的（俩观察员一正一方），没想到她竟然支持中医养生和保健品，认为吃蛋白质粉对许多人是有必要的！我不得不也一再跟她争论起来。
0,年轻的时候还是谈恋爱吧.结婚是老人做的事情多少合适？无响应号召，适龄结婚
0,顺便说点什么吧...看睫毛！！！对@ 阿苗—草履虫
2,"我昨天刚去买完预售票...还有好多天呢BT 学校啊,你还没放假那掰手指,熬日子,快下课了...........................嗨!"
3,我相信肯定不只我看这图不爽。。。我深呼吸我。。冷静...淡定...深呼吸
0,对说：您吹了南海边的晚风就误以为到了深圳哈。
0,我要真的一台联想S10 -3笔记本电脑，是一次全新的发现之旅。越淘越开心精心准备的联想S10 -3笔记本电脑，是你一定不能错过的惊喜。11月11日11点11分之前，将此微博给10个好友，就有机会感受联想S10 -3带来的最酷体验。当然，你需要成为我的粉丝。潮人必备，请大家转起来！
0,同朋友傾 完計 ~ 心情好返哂~ ~ !!!!!!!!!!!!!!!
0,有道理。午安
1,不错，很漂亮嘛~ 菊花阳台，即将形成
1,。因为他年纪大了，所以释放，最终也不知道罪名是什么。出狱后，吴其轺 不敢提起抗日旧事，唯恐连累儿子。老人现居杭州。
0,让一部分人先享受下去现在起开始征集推销《享受周报》的广告语，请小夜、周瑨 和niuniuniang 先来，其他热心人士跟上。前三名有奖，奖何物，今晚10点揭晓。可能引起警方的关注这样问会出事，对方肯定回答，东西在哪？看看货再说。好享受！
1,一个网友的留言：我告诉你们..宜黄县委书记邱建国是在崇仁调过去的.开始是在崇仁礼彼派出所当所长.后来认当时崇仁县委书记赵恩洪做干爹.送了40万给赵恩洪..就是有了这成关系才当上崇仁交警大队长.把崇仁交警大队搞的乌烟瘴气天怒人怨.你们这个县委书记够枪毙。昨天上午，在南昌昌北机场的女厕所外，抚州市宜黄县政府人员在大声敲门，让里面的人出来谈一谈。厕所里，钟家两姐妹恐惧无助地度过了40多分钟，靠着手机与外界保持通话，等到有记者到场才敢开门。这两姐妹拆迁自焚后，准备进京上访，被县委书记邱建国堵在厕所。
1,倍感荣幸为了专心写作，我连QQ 都不上了。感谢的两个小灵感，已经写出两篇了。
1,好困啊好困。。今天是怎么了。。。睡了一天了啊喂！
0,好好…圣诞节好多地方给我选哦…今年要不就圣诞元旦一起过…有没人加入啊【深圳新地标】高441．8米的京基百纳空间（KK mall ）将于11月26日开盛大业！深圳第一家UA IMAX 影院！深圳最大苹果专卖店！Lock & Lock 深圳旗舰店！···俏江南、金钱豹、汉阳馆、鑫泰、汉堡王、85℃···吃喝玩乐～情何以堪～
0,关注健康关注时尚，谢谢春春希望能通过自己的代言，让所有的“玉米”们开始关注健康。这样的沟通很实在，也更有意义。
0,"DopoolPlayer 手机电视是一款强大的在线视频播放客户端软件.通过Dopool 播放器可以在线实时观看视频直播节目和点播节目，不需要有电视机也能实时收看到丰富的电视节目.采用国际领先传输、视频编解码技术,保证用户能够更加流畅的收看高清晰视频内容.【灵动智慧四触玩乐】主题周系列活动热情启动你早已满足手机接电话的简单功能，想体验更多新奇的android 应用，即日起至10月17日，分享最In 智能手机应用咨询、趣味软件的粉丝们，即有机会赢取E15i 手机!名额三位，分享从速！本系列活动将持续登场，精彩不断不容错过"
0,来让姐姐抱抱他们排着队，等你过来，接待你！
0,地球村哦世界很大，微博很小：）真是很巧哈@ 才华烨
2,额额太可怕了，能分清么这是一个人收藏的吗？还是N 多人的收藏放在了一起？: : 嗯，当目录看好了。摄友家客厅
2,太紧张了，要正视体检。这周星期六要体检纳闷我现在见针就发抖不知道怎么办哦
0,今天午餐，同事请客小聚，大家喝美了
1,你脑袋坏了吧。别人那也是工作，劳动者，无产阶级。即无危害他人，公平交易，又促进经济发展。贡献自己，稳定社会，幸福他人。别人要求申领营业执照，合法经营，主动纳税，你们又不干。还要棒打加以道德谴责，真不知谁更贱。为什么她们要去卖呢？卖淫门牵出40女星性交易暗语曝光
0,iPad 强大的功能使其受到了不少人的喜欢，而现在连狗狗似乎都十分喜欢iPad ，还让它成为了伴唱工具。
2,对你的感觉一直都在。
1,我勒个去，这层宿舍一SB 前几天唱《爱情买卖》我以为他也是戏谑，没想到是真好这一口，每天都唱，还唱Knife Boy 、Phoenix Legend 的歌，恶。心。那。
0,坐板凳也喜欢~ ~ ~
2,收到老师送的# DA CODE # 滴T 桖 ，鸡冻的内牛满面。
0,好玩【搞怪小子应急充电器】淘宝商城搜索出3个结果-->
2,"咩事啊果个头,两个脑啊.硬係 覺 得個 畫 面怪怪地...但又講 唔出乜怪咼 ...我個 背影好丑!!!駝 背超厲 害呀我!!!"
3,真的很帅吗？？？没杰伦和小猪帅~ ~ ！！！个人观点
0,请大家多多关注那个黑裙、黑丝袜的背影！20分，为了，MTV 的工作人员还在加班加点的工作着，反复确认细节，以保证呈现最精彩的音乐盛典给大家。大家辛苦了～～～～
0,T 姐姐挡歌迷的优美动作，哈哈哈那女的是。。。非礼啊。。美女呀，你想干哈呀！-王力宏后援会
0,第5个才是相对的高收入人群！
0,睇翻D 相先谂 起，原来果日同老郭准备系星光大道拍戏，导演系安琪。哈哈
0,风格不错，请问作者是谁啊？很立体的，很量感的作品，不错文博会上，空间艺术…
0,用着怎么样？
2,标准宅男，俺在洗衣服不过是机洗，嘿嘿！！俺洗刷刷，洗刷刷！！！！
0,有意思~ ★按住CTRL +A 试试。
3,额~ ~ 系米刺激到？心情唔好？？唔知点又食错野，无端端又至赖野
1,今天练车让教练吓死了。。。怎么攻克饼子路啊？
0,静如处女动如脱兔这就是依晨喧嚣过后，一个人才是宁静
0,"求交配吧～生产个小互联网那点儿事儿自从开放了私信，收到很多私信，有要合作的，有要投稿的，有要投广告的，有膜拜的，又要资料的，有求的，有求关注的，有催礼品咋还没到的，有问些莫名奇妙问题的，有把我当百度知道的.....我就纳闷了，既然认为我无所不能，为啥米有爱慕的，求包养的，求交往的,连个说喜欢的都没有......"
3,曾经一直坚持的东西一夜间面目全非“有时候，面对着身边的人，突然觉得说不出话。有时候，曾经一直坚持的东西一夜间面目全非。有时候，想放纵自己，希望自己痛痛快快歇斯底里地发一次疯。有时候，别人突然对你说，我觉得你变了，然后自己开始百感交集。有时候，觉得自己拥有着整个世界，一瞬间却又觉得自己其实一无所有......”
2,蔡琳mm 好贴心啊女人真容易受感动每次看每次还是会被她弄的眼湿湿美好的早晨090708金宣儿车胜元特别报道（金媛熙、金正恩、蔡琳的至亲笔记）
3,“车子开走，一条空荡荡的街，只立着一只邮筒。我慢慢了解到所谓父女母子一场只不过意味着你和他的缘分就是今生不断地目送他的背影渐行渐远。你站在这一端看着他逐渐消失在转弯地方，他用背影默默告诉你不必追”--龙应台（看到这句话，这张图片，我哭了，想家了）
0,"虱 多不痒,债多不愁."
3,INTP 带点点INFP 心理学教授明显INFP ，数学教授则有些INTJ ，至于天才少年大概是INTP 。有些人天生就幸运，拿了一手好牌。而大部分的我们却只能努力把自己的烂牌打好。如果你可自由选择做任何事，你会做什么？也许那才是你真正想做的。…还记得MARK 借给我的那本书…
0,"剪吧剪吧,你想做啥就做啥只不过剪个头发,一群人唠叨、决定、否定、搁浅、沦陷了两年多。昨天晚上开了两个多小时的会,等下终于要执行了。还要劳烦邰姐和于总监亲自赶去关照。苗小雨同学，请你吃鸭梨！"
0,收藏了。。。想起我以前在某国里发的两个帖子。。。先轉 ~ 待會 看！猪！娱乐百分百罗志祥合唱大集合、、、好长~ 好长~ 真的好长~ ~ 不过看的好过瘾！！
3,像你这么孝顺的孩子很少了谢谢您，奶奶以前有脑梗塞，现在有些糊涂了，上次自己做饭，把药当作料放锅里了，幸亏老婶 回来看见了，今天她睡觉醒来，突然不认识我，不过过一会就好了。现在一天就犯一两次，还好，请大家放心！对不起，我搞错了，我是明天晚上的飞机去武汉。这两天除了忙专辑的事外，主要还是因为奶奶的病加重了，心情不太好。我两个月没回家，今天刚一到家，就发现奶奶糊涂了，不认识我了，我特别担心，真不知道该怎么办。
0,一早你又把狗吓到了啊。。。唉，可怜的小狗一早下楼撞邪了，楼下的狗不知听到什么动静对我狂吼，吓了我动都不敢动，傻站着，最后门卫阿姨把狗赶走了…姐姐招谁惹谁拉，555555
2,"好难受~ 肚子难受~ 脚难受~ 脑子难受~ 心里更难受~ ~ 今天是周五耶,没有往日的活力了"
0,今天突然明白，其实在你祈求上师和三宝加持的时候，真正应该证得的并不是能见到诸位佛陀，见到诸位菩萨，能前往各佛刹土，而是应该祈求内心的清净。越是希求多，越是妄想多。唯有清净，方能自在。
0,留着地址收存着。。【上海东方广播电台“动感101”】在线收听地址：收听方式如图
2,: 太血腥鸟其实很多人连被宰的机会都没有……
3,这个不虐吧···03年，远赴异国的他初遇风华正茂的他。04年，滑雪场缆车上逞强的他和唯独陪伴他到最后的他。05年，并肩站在梦想的舞台上的他和他。06-08年，车祸，分离，成功，泪水他们互相扶持走过的路。09年，他转身追梦他原地等待。10年，即便聚少离多，却改变不了他们鱼水一般的感情。分离必然是短暂的。
0,有点儿象在围脖交流我们就把你当真心朋友了无聊而已。打些无聊的文字。有些言论多多得罪。不要跨县。好久不见了四会帅哥最近好吗疯了。蓝蝴 炎炎夏夜，值班民警彭家祥今晚将陪伴大家一起度过舒适的周末。
2,我想看《余震》
0,水瓶万岁膜拜水瓶座10分钟！
1,回复要是按你这样说，别人也可以说你杀人，也把你杀了呢？我就不明白了，凭什么明知道对方是罪犯，我却不可以杀死他。或者比如，他是罪犯，他可以毫无顾忌的来杀我，而我却要为了让自己不犯法而任他杀？有些所谓的伪学者，居然说言论自由未必就好，这是彻头彻尾的走狗。
0,南美球队全军覆灭，全欧洲对决。没一点悬念。荷兰~ 西班牙。
0,世界杯演义宣传片第三版，此编明显大爱德国
0,广州地铁开始有了点文化。哈哈，真好玩！: 我了个x 地铁都来调侃QQ360 ？
3,啊！已经喝了好多杯凉茶还是有预感就要垮了！三号怎么办？！六号怎么办？！十一号怎么办？！还有八次的M 记儿童套餐怎么办？！十月份我要成垮人了啦啦啦啦啊啊啊啊！
0,回复2009，中国政府以超级疯癫的姿态释放了14万亿，股市成交55万亿，远超2007，结果好不容易才拱到3400，你还能指望政府和机构再疯么？没那个可能了。一点都没有。政府如果像2009年再疯一次就伟了，到时候说不定我们这些小民的机会就来了中国家庭真的富可敌国了？1，看此“金融模型”预测靠谱不，2，看“家庭财富”如何分配。3，还觉得是好消息么？
0,不能和两种人生气，一是路上的陌生人，二是家人！想想也是，因为陌生人可能这辈子都不会再见，即使再见，也还是陌生人，没必要；而和家人生气，他们真的会伤心的~ 那谁应该被伤害？谁都不应该！
2,琳妈，重点错了，是“性感演出”10度【新闻】鄭 元暢 好萊 塢 神秘通告暌違 七年新書 大玩紙 上電 影：郑元畅敬业得冒着10度的低温，一跃而下私人豪宅的泳池，性感演出，只为诠释好莱坞奢华的度假生活，好在专业的郑元畅表情眼神一次到位，让工作人员不用一直待在冷冽 的天气中工作，摄影师也大赞郑元畅越来越有天王架式。
3,嫁给河南笔亲啦，哦耶！！！
0,这是趣闻，不是新闻我也转了。别说我没通知你。世界首富的女儿现面向全球征婚，十九岁。就读于哥伦比亚大学，其父为阿联酋的一个石油寡头，实际资产超过比尔盖茨近四倍，娶了她，你几十辈子都不用奋斗了。阿联酋向广大中国男士发出邀请。将会免费为每一位去阿国相亲的男士提供头等舱的往返机票和五星酒店食宿。
0,转了转了，扬眉吐气咯~ ~ ！！！在福布斯最新一期的美国最优秀大学排名中Williams College 排行第一。而著名的Princeton ，Harvard ，Yale 分别排名第二，第八和第十。王力宏同学就在这间大学毕业！
3,这个很牛一般人看不懂！“外面一寸是旧的，里面全是崭新的！经典！记得哦！完整版
3,回复是哦。回复以为火车呢，一条线路来回跑某航空公司某机组悲剧了.从某地上来个离家出走的大姐.到了目的地又后悔了，不肯下机，要求再把她拉回去......说身无分文了.....这个倒霉大姐，这个倒霉机组.....公安上去提人了
1,呃。。你们都有。。怨念。。。karas 啊。。kent 。。我会好好爱你们的～==这可能么: 我第一呀我第一~ 狮子座。第二名：天蝎座。第三名：水瓶座。第四名：射手座。第五名：双鱼座。第六名：巨蟹座。
1,看看去什么才是有诚意、尊重观众的电影？作为一部网络短片，《老男孩》相对专业的制作水准保证了它的欣赏效果，真诚的故事切合了现在社会70后、80后步入中年的阵痛心情，完全可以称得上是2010年最能打动人心的作品。正如网友所评价，到目前为止在院线上映的国产电影没有一个达到这样的感染力。
0,人才啊腾讯反360秘密会议曝光，绝对堪比奥斯卡啊！！！（分享）
2,我对每一个能跟笔笔合照的人都是一个感受，那就是羡慕嫉妒恨！又是大合照了~
0,"回复好好，十年后你就三全了看来我要抓紧创业了！三无产品没有女朋友,没有老婆,没有房子.这就是人生最佳的创业时机!"
0,阿宝~ 可愛 ~ ~ ~ ~ ~ 幾 靚 仔啊············
0,吟霜~ 倒下的可能给吓晕了倒下的猫的表情是亮点马景涛的猫。
0,我党黔驴技穷了，不开大会不建大坝GDP 哪里来？建吧.把全国的江河全建完了.让下一代来拆.比较低调，不知为何？。几乎无人知晓，雅鲁藏布江已经被截流，新建巨型水电站。
0,如果有“把狱底坐穿”的决心，那估计也是一种乐趣。估计做坏男人难上加难，一不小心坐牢狱！！！做男人难，做好男人更难，做坏男人就容易了吧？
0,香妹的女朋友社会正在转型，发展城市和城市人口，把太多的农民转移为市民！不耕地就让他去吧！嘿嘿。这两天收到几个女朋友的投诉，说老公有地不耕，一年只耕十几回，其它时间要么打游戏，要么打牌，要么喝酒烂醉如泥.....甚至有的还是新婚不久地.....俺做为单身汉表示很欣慰，俺单身睡素瞌睡也想得通了，人家结了婚的一年也要睡三百五十天素瞌睡哎......此语与众剩女共勉！！
